Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power Consumption
0.888634983,979.9302879,20.55451175,1.02E-12,1.14E-06,0.528284019,14.35150534,1.01E-06
1.168355347,101.7706259,30.58753639,7.50E-13,8.68E-07,0.676438354,5.357599665,1.01E-06
0.92052099,430.0090045,98.40327219,1.18E-12,1.11E-06,0.474740924,0.544040434,1.02E-06
0.919764967,138.8825341,88.52819826,5.36E-13,1.11E-06,0.500033789,5.215005638,1.02E-06
0.826375728,658.4560448,50.77502057,9.57E-13,1.24E-06,0.801151791,7.451160912,1.02E-06
0.834401476,267.1473453,61.22664999,1.25E-12,1.23E-06,0.415824509,9.899315904,1.02E-06
0.85487822,479.0721468,76.31710788,5.77E-13,1.20E-06,0.575504045,7.157199633,1.02E-06
1.158056249,475.214753,47.94399395,6.23E-13,8.84E-07,0.519608299,13.0935842,1.02E-06
1.074766702,857.7832508,56.76778605,8.03E-13,9.53E-07,0.53360407,1.693566472,1.02E-06
1.088643417,717.0359771,27.39419285,1.22E-12,9.41E-07,0.806819586,4.970719745,1.03E-06
1.026439484,918.53009,71.23923331,6.70E-13,1.00E-06,0.189251319,0.574859616,1.03E-06
1.181565237,598.3812626,20.82847176,6.84E-13,8.70E-07,0.128505308,8.842826593,1.03E-06
0.940751751,739.4206412,52.8624018,1.10E-12,1.09E-06,0.353778461,7.010194224,1.03E-06
0.875394348,754.6231898,75.12600867,7.24E-13,1.17E-06,0.491967812,6.995801917,1.03E-06
1.019999886,608.0411294,68.53458806,8.37E-13,1.01E-06,0.291253481,7.354603065,1.03E-06
1.056043358,844.8237881,79.55760932,1.34E-12,9.74E-07,0.450649811,12.99559581,1.03E-06
1.143468266,471.589164,80.92369655,9.13E-13,9.02E-07,0.503954724,0.543419819,1.03E-06
1.131978519,519.8125588,28.94722651,1.05E-12,9.16E-07,0.510766548,1.882933411,1.04E-06
0.85812469,603.878553,47.56171694,5.04E-13,1.21E-06,0.25716533,14.35602413,1.04E-06
0.959437254,151.0642287,81.49358259,5.52E-13,1.08E-06,0.279551618,6.446768567,1.04E-06
0.844273734,227.3738229,73.48485283,6.58E-13,1.23E-06,0.859939299,12.53871871,1.04E-06
0.831584509,204.2320817,41.04699789,8.76E-13,1.25E-06,0.704277432,2.060631264,1.04E-06
1.028061458,758.0855998,79.84227928,8.72E-13,1.01E-06,0.309950939,10.73049731,1.04E-06
1.0430058,821.0030348,21.8967292,1.12E-12,9.96E-07,0.545972786,12.33557203,1.04E-06
0.953366554,109.5974705,55.25135713,7.50E-13,1.09E-06,0.443963151,14.76324494,1.04E-06
0.871888754,178.8862582,88.05752443,1.29E-12,1.19E-06,0.454673232,10.07176495,1.04E-06
0.825183692,373.6479504,84.41688457,1.14E-12,1.26E-06,0.160103245,7.863803334,1.04E-06
0.997622073,504.6412484,58.40721887,7.00E-13,1.05E-06,0.239717854,10.54616207,1.04E-06
0.958965513,579.3601463,59.59444441,1.45E-12,1.09E-06,0.355803127,12.80674691,1.04E-06
1.074708882,587.5321859,68.08118616,1.03E-12,9.72E-07,0.498173107,6.956471173,1.05E-06
0.91116737,304.9478779,82.38278793,1.38E-12,1.15E-06,0.316419493,9.231569942,1.05E-06
0.873026734,112.32121,90.61511798,1.16E-12,1.20E-06,0.562469888,13.69937214,1.05E-06
1.026597316,718.7809695,96.61238476,8.89E-13,1.03E-06,0.807349693,11.78236341,1.05E-06
1.071603434,503.3927481,85.09725081,1.21E-12,9.87E-07,0.580525417,2.767992953,1.06E-06
1.053278649,243.8388228,47.31516232,6.06E-13,1.01E-06,0.295246865,9.107191957,1.07E-06
0.886725611,981.7740838,87.80840218,6.53E-13,1.20E-06,0.877495895,4.007415891,1.07E-06
0.906507569,984.6429577,54.18284677,7.34E-13,1.18E-06,0.536647335,14.93227295,1.07E-06
1.065212118,200.2681385,95.90472934,6.19E-13,1.01E-06,0.561469727,10.34211213,1.07E-06
1.131814736,265.5712857,66.42288787,1.20E-12,9.50E-07,0.500258998,12.45727043,1.08E-06
0.948331565,222.6831753,29.24386369,1.22E-12,1.13E-06,0.825693778,14.96417976,1.08E-06
0.942996242,135.1959087,32.24674811,6.04E-13,1.14E-06,0.424073425,13.23245878,1.08E-06
0.962241086,154.2214334,93.02404984,6.25E-13,1.12E-06,0.576623471,0.739564251,1.08E-06
1.110683904,166.5038626,79.59106678,1.14E-12,9.75E-07,0.599188192,6.120970874,1.08E-06
1.080548427,825.9345157,41.57193157,1.06E-12,1.00E-06,0.198393154,2.330303906,1.08E-06
0.900714279,761.5827274,54.92436108,7.79E-13,1.20E-06,0.527642926,1.62668346,1.08E-06
0.860406512,179.6177834,65.1699585,1.36E-12,1.26E-06,0.493650224,10.24608021,1.09E-06
0.946422249,314.6549424,32.84645629,8.77E-13,1.15E-06,0.250645359,5.64756775,1.09E-06
0.946057103,562.857906,59.86083967,6.40E-13,1.15E-06,0.585837562,12.57536307,1.09E-06
1.098813367,239.037361,76.86676984,9.94E-13,9.96E-07,0.878940826,2.954936342,1.09E-06
0.800139684,862.153027,84.02973524,5.02E-13,1.37E-06,0.433459649,1.91251593,1.10E-06
0.883122942,102.7363383,56.91369783,1.46E-12,1.24E-06,0.700610177,5.160789036,1.10E-06
0.968305382,558.242029,89.64497967,1.17E-12,1.14E-06,0.100554951,4.230223873,1.10E-06
1.126190199,375.7858308,70.06554973,9.28E-13,9.79E-07,0.534064459,6.315395934,1.10E-06
1.007175103,472.6997625,53.74660324,1.07E-12,1.09E-06,0.749437039,4.212501782,1.10E-06
0.996938128,986.9712625,44.7015852,5.10E-13,1.11E-06,0.166381844,14.4515997,1.10E-06
0.832732564,914.9193229,39.09541836,9.75E-13,1.33E-06,0.525919112,12.8341535,1.10E-06
1.005508671,611.7689248,35.41001971,1.13E-12,1.10E-06,0.882879237,2.992037144,1.10E-06
1.052748859,659.2198953,36.67782555,7.32E-13,1.05E-06,0.188085689,3.573868732,1.11E-06
1.160082031,212.4505394,82.92497398,7.59E-13,9.53E-07,0.378970788,6.810420587,1.11E-06
1.110776835,728.7510187,25.25303222,8.84E-13,9.96E-07,0.475128762,8.520978142,1.11E-06
1.111523378,384.857228,96.79176074,7.42E-13,9.96E-07,0.456382122,12.69456418,1.11E-06
0.918651284,162.6562783,20.43615069,7.46E-13,1.21E-06,0.75549318,8.917821012,1.11E-06
1.107732383,486.2019437,69.47176334,8.19E-13,1.00E-06,0.762464437,8.929293527,1.11E-06
1.049140823,387.1210973,39.88863505,6.68E-13,1.06E-06,0.172560744,9.530108607,1.11E-06
0.850924077,591.2251661,25.9410468,5.95E-13,1.31E-06,0.747893595,6.447834437,1.11E-06
1.09824936,516.6019583,47.85853237,1.40E-12,1.02E-06,0.342955059,14.8670067,1.12E-06
1.074476861,289.475212,85.18043785,1.14E-12,1.04E-06,0.457166676,12.09555822,1.12E-06
0.921608115,531.582402,37.68140323,8.07E-13,1.21E-06,0.825428735,10.50639306,1.12E-06
0.875854436,569.1696752,32.98434478,9.58E-13,1.28E-06,0.168590718,5.08958556,1.12E-06
0.975312565,500.1587401,31.49426601,5.14E-13,1.15E-06,0.138433192,0.773033662,1.12E-06
1.064324269,468.7441034,29.31771147,9.66E-13,1.05E-06,0.866462401,1.852090192,1.12E-06
0.91224557,491.9541934,48.13291699,9.62E-13,1.23E-06,0.382359729,4.484592478,1.12E-06
1.050788944,665.1823203,38.18697506,1.27E-12,1.07E-06,0.232405405,13.37815084,1.12E-06
1.071360817,308.8214277,78.17799164,1.27E-12,1.05E-06,0.838074787,11.32585466,1.12E-06
0.946828838,977.4032279,24.49085845,9.84E-13,1.19E-06,0.722366603,14.926258,1.13E-06
0.939420188,443.3868495,96.28866928,8.02E-13,1.20E-06,0.667977,6.346908829,1.13E-06
0.928256952,755.9961329,33.61923857,9.14E-13,1.22E-06,0.863143939,13.80678462,1.13E-06
0.8735542,205.3401587,63.91180719,1.41E-12,1.30E-06,0.498207069,14.48809771,1.13E-06
1.134281051,712.4345031,45.47881666,9.36E-13,1.00E-06,0.399595732,11.50488075,1.13E-06
0.947636,331.469907,67.43189892,9.64E-13,1.20E-06,0.662969346,7.792059598,1.14E-06
0.912952268,577.7817029,80.52538014,7.65E-13,1.24E-06,0.367085445,5.887240817,1.14E-06
0.986421185,841.6888277,65.90815012,1.42E-12,1.15E-06,0.562102711,0.759514621,1.14E-06
1.199856472,812.0540152,73.30463627,1.17E-12,9.49E-07,0.143596171,4.314419885,1.14E-06
0.919996244,769.2863457,61.69456932,5.72E-13,1.24E-06,0.732640531,13.83552992,1.14E-06
0.929919441,670.1438581,52.97346419,8.05E-13,1.23E-06,0.627148955,0.713256401,1.14E-06
0.900466557,612.8801955,74.2035006,1.13E-12,1.27E-06,0.706085911,14.45407769,1.14E-06
0.842638147,912.7567908,78.47671085,1.34E-12,1.36E-06,0.255789231,5.716835187,1.14E-06
0.948135614,156.8259685,73.12674255,7.44E-13,1.21E-06,0.84350425,2.570549233,1.14E-06
1.033637558,121.3010622,99.32171585,1.02E-12,1.11E-06,0.893486146,14.97838016,1.14E-06
0.94178562,972.8886076,71.61328497,1.05E-12,1.21E-06,0.548261246,1.858276732,1.14E-06
0.952195991,624.5753301,55.79726171,5.95E-13,1.20E-06,0.593526268,2.44708238,1.15E-06
0.802978292,1000,25.04352557,7.05E-13,1.43E-06,0.387628034,6.102280729,1.15E-06
0.953539437,745.7524079,52.15351269,5.99E-13,1.21E-06,0.828485829,4.851857886,1.15E-06
1.083218083,252.3087979,22.87965158,1.02E-12,1.07E-06,0.533486435,13.31065612,1.15E-06
0.92572228,718.4314436,56.67649972,9.62E-13,1.25E-06,0.190088457,9.63261672,1.15E-06
0.86726876,538.9291116,34.7721762,8.05E-13,1.34E-06,0.432735047,4.082626272,1.16E-06
1.13545537,604.0753551,33.7817118,9.99E-13,1.02E-06,0.819242636,8.437542774,1.16E-06
1.079658257,171.159248,52.3220804,8.58E-13,1.08E-06,0.494854815,10.82271735,1.16E-06
1.070341323,773.3538295,74.92440838,7.47E-13,1.09E-06,0.499137998,13.87530807,1.17E-06
0.826721863,398.6290694,96.98478231,1.10E-12,1.41E-06,0.540410124,6.843002278,1.17E-06
1.168192001,567.0972458,77.5210961,1.18E-12,9.97E-07,0.705286464,13.03619583,1.17E-06
1.155842019,698.9362612,33.80084066,7.07E-13,1.01E-06,0.604565801,4.008932713,1.17E-06
0.958951188,366.8812655,34.58163129,6.95E-13,1.22E-06,0.758411881,2.554043658,1.17E-06
1.03254242,546.4640021,54.78288529,8.45E-13,1.13E-06,0.594038739,5.107075021,1.17E-06
1.04061916,772.7167459,92.93433821,1.23E-12,1.13E-06,0.659621462,3.462081859,1.17E-06
1.159621755,138.4533182,30.98631509,1.39E-12,1.01E-06,0.495365086,7.272961528,1.18E-06
0.913427548,857.8781696,78.28661646,1.17E-12,1.29E-06,0.154035497,6.877245894,1.18E-06
1.119071804,171.7123873,46.84078395,1.03E-12,1.05E-06,0.175169816,6.631186976,1.18E-06
0.86976914,517.6227219,35.3046421,6.91E-13,1.35E-06,0.398309917,6.440880728,1.18E-06
1.068898248,442.5922491,36.35610328,1.16E-12,1.10E-06,0.314326843,9.555114209,1.18E-06
0.982091315,218.7952136,94.2281053,1.06E-12,1.20E-06,0.731387032,12.29293179,1.18E-06
0.922832391,701.7830828,76.05725616,6.57E-13,1.28E-06,0.834804917,14.93729034,1.18E-06
1.002378967,802.0403115,91.20824749,1.13E-12,1.18E-06,0.312284596,6.185432297,1.18E-06
1.079856575,272.2723324,32.71313037,1.31E-12,1.10E-06,0.217903184,8.250452842,1.18E-06
0.923347479,508.6573467,66.49244353,7.85E-13,1.28E-06,0.613969447,5.347945002,1.18E-06
1.035884357,764.5351631,95.17721028,6.27E-13,1.14E-06,0.49755068,12.46090076,1.19E-06
1.043920694,396.4624666,20.39200596,1.20E-12,1.14E-06,0.842076264,8.121706902,1.19E-06
0.814383104,791.7576561,59.7193349,1.26E-12,1.46E-06,0.870256377,10.28073097,1.19E-06
0.999671846,711.9186446,95.60240123,1.46E-12,1.19E-06,0.415989374,14.55913613,1.19E-06
0.919771208,135.8064567,75.06653508,9.48E-13,1.29E-06,0.466742411,7.982886358,1.19E-06
0.833787811,573.4845411,24.82507003,1.34E-12,1.42E-06,0.236234084,7.405176981,1.19E-06
1.021663255,419.1278175,20.20429851,1.02E-12,1.16E-06,0.657307096,6.121844306,1.19E-06
0.866544958,892.831421,76.11761186,5.06E-13,1.37E-06,0.659721427,7.416747539,1.19E-06
0.832723656,842.066031,21.19152005,1.03E-12,1.43E-06,0.529164889,7.326767601,1.19E-06
1.104760922,691.6585936,98.83146317,7.06E-13,1.08E-06,0.667430064,12.99004872,1.19E-06
1.163968447,327.1627953,29.171668,1.32E-12,1.02E-06,0.521899571,12.43177721,1.19E-06
0.808477608,128.7863769,85.28689178,9.81E-13,1.48E-06,0.83865672,9.076246745,1.19E-06
0.975052595,626.4374401,24.11215603,7.01E-13,1.23E-06,0.195211995,1.54500894,1.19E-06
1.055818116,333.281823,84.91544122,6.95E-13,1.13E-06,0.691484685,3.877246086,1.19E-06
0.934589183,458.8770452,44.68413865,7.46E-13,1.28E-06,0.632842646,5.297570127,1.20E-06
1.022793443,770.1117031,51.149776,9.62E-13,1.17E-06,0.726554891,6.407462741,1.20E-06
0.928888775,741.0452713,88.17879916,1.07E-12,1.29E-06,0.523075399,9.10373555,1.20E-06
0.945313904,780.817537,67.46756976,9.06E-13,1.27E-06,0.258807807,3.222292711,1.20E-06
0.990476356,457.143794,54.39008811,1.30E-12,1.21E-06,0.107034613,5.372876444,1.20E-06
1.191324301,561.8678253,53.00681568,1.34E-12,1.01E-06,0.558127173,11.71530672,1.20E-06
1.018500293,112.0588197,62.92475964,1.05E-12,1.18E-06,0.108576426,8.790618572,1.20E-06
0.831637873,890.5362059,46.81350404,6.09E-13,1.45E-06,0.13534349,4.479684691,1.21E-06
1.047943098,556.4398392,35.03241928,8.21E-13,1.15E-06,0.894102706,6.719394249,1.21E-06
0.899497963,446.5643263,96.71871282,7.85E-13,1.35E-06,0.829968875,1.720243414,1.21E-06
1.021674666,562.2249399,29.85341118,5.46E-13,1.19E-06,0.340310327,8.940652774,1.21E-06
1.186521061,965.3665526,72.02593536,6.24E-13,1.03E-06,0.837848781,10.81606473,1.22E-06
1.018038071,658.864508,26.35156113,1.13E-12,1.20E-06,0.831150277,9.376865496,1.22E-06
0.878584319,982.4234887,80.66850274,1.38E-12,1.39E-06,0.42866334,13.07797715,1.22E-06
0.964645207,314.8484131,27.20752609,1.25E-12,1.27E-06,0.682118673,8.235213297,1.22E-06
0.888540483,609.4981105,89.26046223,1.42E-12,1.37E-06,0.157675422,11.11237431,1.22E-06
1.150806288,871.3877356,92.55177543,1.27E-12,1.06E-06,0.639858877,11.76787015,1.22E-06
0.807630475,686.1988585,91.51867481,8.45E-13,1.52E-06,0.569048049,0.68261769,1.23E-06
0.990235918,192.4843232,87.68232081,1.03E-12,1.24E-06,0.375273535,10.34469953,1.23E-06
0.935505312,789.3219142,82.355109,7.79E-13,1.32E-06,0.707521473,13.83506078,1.23E-06
0.873367868,582.2098234,92.22995786,1.25E-12,1.41E-06,0.45466789,10.43764976,1.23E-06
0.904912167,583.2813916,45.10915654,6.60E-13,1.36E-06,0.365460545,11.14273163,1.23E-06
0.870302453,818.8890516,41.83981474,1.32E-12,1.42E-06,0.166278453,3.285569779,1.23E-06
1.050506733,673.8647938,59.79085731,1.02E-12,1.18E-06,0.636426222,10.83150087,1.24E-06
1.093844397,286.0978892,67.17328811,1.28E-12,1.13E-06,0.814056563,11.6933376,1.24E-06
1.137936739,312.4132782,71.03140966,5.18E-13,1.09E-06,0.552656864,13.20184825,1.24E-06
0.844737182,491.7913046,62.19038746,9.87E-13,1.47E-06,0.868344078,11.7289984,1.24E-06
1.051670791,188.5746085,60.98139903,1.14E-12,1.18E-06,0.235274544,8.01260357,1.24E-06
1.196345736,649.7974025,79.03825527,5.89E-13,1.04E-06,0.655375658,9.923314893,1.24E-06
0.818883211,205.9582933,53.80050595,1.35E-12,1.52E-06,0.761565108,10.71821497,1.24E-06
0.826943854,270.1184798,44.76581518,1.24E-12,1.51E-06,0.427698093,6.134643639,1.25E-06
0.951052325,502.3619613,76.33614715,8.05E-13,1.32E-06,0.544644135,4.654542579,1.25E-06
0.809040608,364.3586056,52.73295195,1.35E-12,1.55E-06,0.517330268,3.778899517,1.25E-06
1.021565046,897.3725679,40.0076034,9.54E-13,1.23E-06,0.294743598,11.03452294,1.25E-06
1.08977245,566.2231064,53.01460555,1.00E-12,1.15E-06,0.30511469,13.34405869,1.26E-06
1.028536106,367.5495621,27.11900443,7.16E-13,1.22E-06,0.886345455,5.412998902,1.26E-06
0.840343734,405.0265689,87.51839358,5.66E-13,1.50E-06,0.594436032,9.623767674,1.26E-06
0.935430592,767.9115043,55.83885588,1.29E-12,1.35E-06,0.479628054,9.757808133,1.26E-06
0.91792917,441.8445999,99.02690104,6.46E-13,1.38E-06,0.208626955,5.064519069,1.26E-06
0.868553238,610.1922803,80.41935946,7.94E-13,1.45E-06,0.405533352,1.769505223,1.26E-06
1.013308291,974.2823436,55.06246153,6.32E-13,1.25E-06,0.755490591,13.68461055,1.26E-06
1.035679098,401.7771401,53.37232942,1.40E-12,1.22E-06,0.552077014,1.218658844,1.27E-06
0.849134733,754.478425,35.17760518,1.13E-12,1.49E-06,0.724053217,5.241256277,1.27E-06
0.818953536,649.8045665,24.90256814,7.05E-13,1.55E-06,0.190703904,14.2170496,1.27E-06
0.845407273,518.492145,99.3334827,1.28E-12,1.50E-06,0.876919658,10.54991779,1.27E-06
1.058792293,766.1538083,89.05788063,5.62E-13,1.20E-06,0.123783548,4.49377752,1.27E-06
0.974784086,261.673637,43.17679613,7.62E-13,1.30E-06,0.61351875,11.66380629,1.27E-06
1.141943459,436.5957533,21.81452342,6.55E-13,1.11E-06,0.256089695,11.44951482,1.27E-06
0.973767139,698.607525,87.60190033,1.03E-12,1.31E-06,0.316666874,0.751494977,1.27E-06
1.071839406,285.6945283,43.98331679,7.70E-13,1.19E-06,0.674296381,5.488699611,1.27E-06
1.051355898,181.5883307,75.84696529,1.50E-12,1.21E-06,0.322705017,8.355230066,1.27E-06
1.074736338,399.3883158,34.9985551,6.89E-13,1.19E-06,0.777877601,11.0093811,1.28E-06
0.89820022,405.6957856,90.73374044,1.45E-12,1.42E-06,0.30055058,14.1270761,1.28E-06
1.194440918,789.5705105,91.02442049,1.09E-12,1.07E-06,0.825413792,10.87824471,1.28E-06
0.805832476,555.4998034,61.19933489,5.89E-13,1.58E-06,0.178803763,8.865320607,1.28E-06
0.894920418,551.3848643,94.86270102,1.50E-12,1.43E-06,0.899857772,2.772745625,1.28E-06
1.132793517,269.1236479,67.70297203,1.26E-12,1.13E-06,0.372989866,7.071612705,1.28E-06
0.944359491,368.8622561,52.29529807,5.92E-13,1.36E-06,0.772328552,1.108157861,1.28E-06
1.17853881,177.5525165,53.87362533,9.31E-13,1.09E-06,0.123315312,4.378309618,1.28E-06
1.003621899,936.6562693,80.34418266,8.70E-13,1.28E-06,0.741682615,9.852590597,1.29E-06
0.800483914,752.2874209,92.4591648,1.38E-12,1.61E-06,0.462068178,1.778118846,1.29E-06
0.971537297,325.4924191,60.33488384,1.48E-12,1.33E-06,0.733633071,9.945506793,1.29E-06
0.822523182,492.4182565,23.45004431,1.48E-12,1.57E-06,0.667425913,9.049829525,1.29E-06
0.880728719,826.5098574,73.71620437,1.36E-12,1.47E-06,0.832026089,3.508117153,1.29E-06
1.040907697,627.009983,93.06851746,1.41E-12,1.24E-06,0.214280231,13.64350091,1.29E-06
1.198632373,433.4541577,72.32186632,1.14E-12,1.08E-06,0.890642262,14.14709404,1.29E-06
1.180449315,634.5187115,55.32772955,1.11E-12,1.10E-06,0.523478969,13.81471188,1.29E-06
0.800571788,100,54.33931818,9.41E-13,1.62E-06,0.751147172,14.62659023,1.30E-06
0.897572375,976.8720265,55.17288694,1.40E-12,1.44E-06,0.432631897,8.671874845,1.30E-06
0.886159784,532.5068934,37.69813,1.48E-12,1.46E-06,0.139890011,5.922519308,1.30E-06
0.954766017,186.1069943,45.32657612,9.57E-13,1.36E-06,0.582929392,5.015034142,1.30E-06
0.926093476,350.1345755,92.09514945,7.91E-13,1.40E-06,0.721222879,12.94818296,1.30E-06
0.903169241,526.8163288,67.16197055,6.60E-13,1.44E-06,0.1226046,6.299905132,1.30E-06
0.920942436,557.888214,61.53893089,1.04E-12,1.41E-06,0.289784734,7.050950795,1.30E-06
0.938222863,168.517204,33.16371632,1.19E-12,1.39E-06,0.702416256,3.920963644,1.30E-06
1.088992788,410.5779335,96.1308043,1.38E-12,1.20E-06,0.411181016,6.211411945,1.31E-06
1.194082391,548.9383971,33.35956789,1.50E-12,1.09E-06,0.378670686,10.89252764,1.31E-06
1.061308804,679.9158432,41.07681278,1.09E-12,1.23E-06,0.316189662,14.2039752,1.31E-06
1.080991985,815.5989296,61.71364384,1.43E-12,1.21E-06,0.361196015,13.27324215,1.31E-06
1.067602079,939.2819944,52.51908517,1.02E-12,1.23E-06,0.216365408,9.109298369,1.32E-06
1.028429389,789.7575518,68.7640142,9.27E-13,1.28E-06,0.241870085,10.93848908,1.32E-06
0.984143792,224.130674,92.84325673,7.15E-13,1.34E-06,0.294815632,9.973330005,1.32E-06
1.138100001,216.5416807,66.85181787,1.37E-12,1.16E-06,0.516233697,6.621007543,1.32E-06
1.083803352,448.8166826,26.12281036,1.23E-12,1.22E-06,0.428761981,10.45072086,1.33E-06
1.172236664,911.3036587,72.01505693,6.38E-13,1.13E-06,0.174156972,13.30240789,1.33E-06
1.114738357,431.8333858,25.59533959,1.23E-12,1.19E-06,0.420870345,2.472295135,1.33E-06
0.819475552,745.9485408,57.23281172,8.51E-13,1.62E-06,0.162873927,13.77574708,1.33E-06
0.998506763,399.5331425,35.69215222,5.52E-13,1.33E-06,0.234151799,5.188416351,1.33E-06
1.087084289,786.2717052,89.37564598,9.06E-13,1.22E-06,0.501319672,1.191149918,1.33E-06
0.850441951,134.6657071,51.37296406,1.36E-12,1.57E-06,0.550111768,12.30425845,1.33E-06
0.9853251,453.9680432,58.54963188,1.35E-12,1.36E-06,0.586313155,14.13832625,1.34E-06
1.181568254,254.4574577,28.00814673,1.24E-12,1.13E-06,0.556004085,11.44770856,1.34E-06
0.890144932,972.5817012,92.94467973,7.13E-13,1.51E-06,0.714876646,12.01119827,1.35E-06
0.877371548,655.7718725,21.35836442,6.73E-13,1.54E-06,0.17449502,13.98239129,1.35E-06
0.85575521,143.2833088,22.41085972,9.89E-13,1.58E-06,0.685067622,5.520526998,1.35E-06
0.851541231,903.9367931,59.02653681,9.65E-13,1.59E-06,0.732274673,14.6940006,1.35E-06
0.90707755,733.7990652,35.6685488,1.44E-12,1.49E-06,0.725887255,8.965339576,1.35E-06
0.8948461,983.9606838,40.25104797,8.80E-13,1.51E-06,0.186395059,1.111520001,1.35E-06
0.804758737,443.8085412,35.10238598,8.07E-13,1.68E-06,0.744562255,11.06115294,1.35E-06
0.802618353,125.4892165,73.72038233,1.16E-12,1.69E-06,0.155499915,14.9303396,1.36E-06
0.854632061,195.1446122,55.36797339,1.16E-12,1.59E-06,0.11836186,6.339708065,1.36E-06
0.844481671,151.5268868,98.17405768,7.14E-13,1.61E-06,0.334743736,4.921538407,1.36E-06
0.896063608,331.961707,45.48764982,5.87E-13,1.51E-06,0.571792485,1.331214028,1.36E-06
0.864861501,900.5340013,21.90453092,1.10E-12,1.57E-06,0.891640444,9.435660319,1.36E-06
0.946856274,638.9229639,31.94240358,7.83E-13,1.44E-06,0.474933259,1.967707795,1.36E-06
0.823674746,762.1950253,36.23599651,9.13E-13,1.66E-06,0.669959811,7.321588723,1.37E-06
1.076051093,997.2763218,84.18338165,1.07E-12,1.27E-06,0.705512795,13.9400262,1.37E-06
1.197852854,521.0480908,31.99655451,1.13E-12,1.14E-06,0.284753188,9.01526232,1.37E-06
1.105365742,810.6741318,90.95524587,1.04E-12,1.24E-06,0.497678811,4.979596106,1.37E-06
1.196234376,829.680847,82.73222727,1.45E-12,1.15E-06,0.259605126,1.478125169,1.37E-06
1.091088578,346.2408786,55.95554086,1.48E-12,1.26E-06,0.681504628,14.42750423,1.37E-06
1.110508496,711.2145347,36.32758673,1.34E-12,1.24E-06,0.268696926,6.263654013,1.37E-06
0.830208642,966.3520985,71.76104531,7.32E-13,1.66E-06,0.711620098,1.739093293,1.38E-06
0.98669738,751.0974163,25.73648966,1.31E-12,1.39E-06,0.320224705,8.809441478,1.38E-06
1.146404879,538.6797472,73.45512137,1.08E-12,1.20E-06,0.354997145,4.372997674,1.38E-06
1.006188816,653.4676852,46.98782931,5.42E-13,1.37E-06,0.83324302,4.117150808,1.38E-06
0.86168544,370.8778421,61.58223876,1.42E-12,1.60E-06,0.580824513,9.459777973,1.38E-06
0.887008974,164.3842441,83.63418075,1.19E-12,1.56E-06,0.821846432,10.46142422,1.38E-06
1.102152311,761.4031137,46.1693721,1.16E-12,1.26E-06,0.373764823,14.36031443,1.38E-06
0.983731328,662.9104465,47.80091212,8.08E-13,1.41E-06,0.498235526,2.037275431,1.39E-06
0.81126911,351.508655,26.94594503,1.03E-12,1.72E-06,0.887830142,7.531154605,1.39E-06
1.190617359,722.0568494,74.05623325,1.39E-12,1.17E-06,0.423556038,8.731054632,1.39E-06
1.151658643,994.9690433,35.37063218,8.63E-13,1.21E-06,0.149047923,6.034271965,1.39E-06
0.999110113,458.3383383,53.43865232,1.31E-12,1.39E-06,0.647079815,7.822441602,1.39E-06
0.975393141,391.0257388,93.08779191,1.36E-12,1.43E-06,0.514128593,9.629687284,1.39E-06
0.801297103,642.5367132,87.63976183,1.13E-12,1.74E-06,0.639729659,7.352505721,1.40E-06
0.845556121,547.8451865,26.00886211,7.49E-13,1.65E-06,0.17421987,8.792881452,1.40E-06
1.027690459,562.4433334,31.62917352,1.42E-12,1.36E-06,0.619636317,6.232243145,1.40E-06
1.193149869,496.4598285,24.76268785,1.19E-12,1.17E-06,0.693168724,9.11067087,1.40E-06
1.040685976,698.3420224,26.58091554,1.50E-12,1.35E-06,0.1,7.842867561,1.41E-06
0.83191145,147.3085561,65.08607532,1.42E-12,1.70E-06,0.625737104,13.28350537,1.41E-06
0.878762887,647.5321701,64.92977817,1.17E-12,1.61E-06,0.827815208,11.20285667,1.41E-06
1.047480773,702.9568024,68.51585281,1.16E-12,1.35E-06,0.747595518,8.006599942,1.42E-06
0.990722588,540.1342823,32.85634714,1.29E-12,1.43E-06,0.172054911,5.969414206,1.42E-06
0.874998857,728.1828747,81.63375014,1.45E-12,1.62E-06,0.515882578,6.918001436,1.42E-06
1.176102212,268.2036289,69.02573378,5.87E-13,1.21E-06,0.755409064,14.8361732,1.42E-06
0.945176354,243.8579672,53.25198136,9.53E-13,1.50E-06,0.396468068,4.961937123,1.42E-06
1.088492185,621.3825278,94.52111171,8.09E-13,1.31E-06,0.169737081,8.411835887,1.42E-06
0.928983584,548.8120183,29.01814506,9.69E-13,1.53E-06,0.371372703,14.8207375,1.42E-06
0.974209056,179.1658384,31.49567577,1.19E-12,1.46E-06,0.665375804,3.460675684,1.43E-06
0.947860378,868.1293117,100,6.39E-13,1.51E-06,0.685476763,7.146488669,1.43E-06
1.116193911,481.7949042,69.14711179,6.21E-13,1.28E-06,0.488715974,7.601667206,1.43E-06
0.80129464,537.7040661,45.10184304,1.36E-12,1.78E-06,0.612299978,13.69468882,1.43E-06
0.861440222,373.9001531,65.67532177,7.60E-13,1.66E-06,0.853529868,11.83096442,1.43E-06
1.033911787,562.0776276,42.34571371,1.34E-12,1.39E-06,0.15223017,8.60598339,1.43E-06
