Voltage (V),Frequency (MHz),Temperature (°C),Capacitance (F),Leakage Current (A),Switching Activity,Circuit Area (mm²),Power 
0.882471295,929.3598986,52.21981022,1.20E-12,3.00E-06,0.234363433,9.35894793,0.002643444
0.974913599,342.5216765,24.57268611,7.36E-13,3.34E-07,0.680965295,8.129291057,0.00032607
1.061211874,687.1593203,77.18013858,7.60E-13,4.32E-06,0.656405842,10.13357653,0.004580592
1.015867461,727.2171754,41.77242039,8.74E-13,2.79E-06,0.129541546,14.82244388,0.002839171
1.076111857,154.479637,51.3025141,5.06E-13,4.33E-06,0.863694722,10.29532298,0.004655346
0.913964443,331.0149328,61.33623255,8.98E-13,2.75E-07,0.598246331,3.38905567,0.000251143
1.183157551,592.232172,40.61078113,5.03E-13,3.37E-06,0.528130091,6.612650553,0.003991338
1.078523796,156.4355346,56.31766335,1.10E-12,1.35E-06,0.59864937,2.389530173,0.001452361
1.105781788,118.8106297,56.49308312,5.87E-13,3.73E-06,0.146131514,12.98747192,0.004126971
0.889318401,909.5022961,42.42128489,1.24E-12,1.75E-06,0.58264849,2.029614284,0.00155913
1.189378364,933.5624684,79.12862891,1.23E-12,1.65E-06,0.400047498,3.925288343,0.001962787
1.119516641,466.6202831,73.87836396,1.14E-12,1.57E-06,0.160769601,1.848016253,0.001756881
1.129554403,643.0531304,21.89336062,1.47E-12,2.20E-06,0.510604569,2.666802354,0.002485354
1.059941081,949.5816693,84.45273401,1.30E-12,4.70E-06,0.607370063,5.270191253,0.004987317
0.954417418,331.7031956,98.44465141,1.38E-12,1.98E-06,0.602692816,5.57537582,0.001894001
1.148493365,735.9316009,54.34584057,8.89E-13,3.82E-06,0.40727979,5.309245522,0.00438219
1.002600989,537.4107393,41.99438264,9.42E-13,1.83E-06,0.197904192,7.874347007,0.001837727
0.888111181,448.3963847,41.00266588,8.79E-13,1.58E-06,0.59604935,14.50451968,0.001400397
1.175739919,909.6687949,65.01430538,9.74E-13,2.62E-06,0.15502128,11.33833181,0.003084718
1.006031965,638.5979071,68.25131704,1.16E-12,4.88E-06,0.643911406,12.19090913,0.004906795
0.912864321,459.633129,44.97059929,1.27E-12,2.15E-06,0.451622557,13.45876161,0.001963166
1.166402364,515.8776266,26.06309308,5.54E-13,4.65E-06,0.28193866,5.415410732,0.005421127
0.959398508,404.0541084,37.49092438,1.37E-12,4.92E-06,0.819618639,8.736840759,0.004723038
1.132252136,905.9594305,57.43143406,7.47E-13,9.10E-07,0.658595596,9.360251906,0.001030509
0.811936605,569.7905031,96.43860203,7.88E-13,5.37E-07,0.229501734,3.072675033,0.00043623
1.091584202,616.5292296,99.14143289,8.20E-13,3.63E-06,0.402392536,11.57016517,0.003960838
1.01715018,217.7909687,79.28474769,1.44E-12,9.68E-07,0.727377617,3.712034141,0.000985093
0.933437166,492.6332798,36.89160161,1.24E-12,2.79E-06,0.559012799,7.992270554,0.002607064
0.827678788,719.9181327,55.63512009,9.65E-13,1.71E-06,0.145799009,10.90268249,0.001417455
0.989469016,703.6494426,59.51891843,8.24E-13,1.20E-06,0.624515404,14.29197627,0.001186827
1.013981198,803.2175264,52.64867537,1.21E-12,5.95E-07,0.111841446,11.31189732,0.000603207
1.027349199,282.8705027,99.75546056,6.84E-13,9.21E-07,0.230052502,4.875919254,0.000945757
1.039984699,777.2623977,73.56699587,5.96E-13,3.42E-06,0.643300842,11.14271971,0.003557882
1.086278362,482.0546365,35.85286513,1.00E-12,6.82E-07,0.393784621,7.549814142,0.000741176
1.028974148,969.693716,31.392703,6.82E-13,4.20E-06,0.387079551,11.51700105,0.004318279
0.889090918,125.170569,78.42075738,1.06E-12,2.58E-06,0.157029952,3.731285344,0.002297946
1.163487062,824.93248,20.57072413,1.18E-12,1.83E-06,0.424757623,11.10063558,0.002134597
1.096447436,409.8261018,88.65649456,1.19E-12,1.57E-06,0.113940998,14.24180851,0.001718229
1.065503381,863.745173,79.3727942,9.80E-13,3.83E-06,0.286861776,13.94805706,0.004082146
1.107417383,258.1496412,30.74867945,1.42E-12,1.07E-06,0.874907111,11.30555921,0.001184431
1.078927109,993.9209901,46.15852778,1.20E-12,3.11E-06,0.565119003,11.15021211,0.003360931
1.067582925,467.1040535,76.30271044,1.42E-12,1.34E-07,0.727271901,7.06070734,0.000143639
0.989971509,604.7811898,96.85202043,7.16E-13,7.32E-07,0.760920328,3.452053255,0.000725247
1.181074557,544.7624811,76.73252778,1.27E-12,3.47E-06,0.383139905,5.672067339,0.004095264
0.834058999,850.509439,91.7507119,1.11E-12,4.06E-07,0.432912636,0.747359716,0.000339126
0.993371694,107.9986874,90.36059569,1.09E-12,3.56E-07,0.707334941,12.22054369,0.000353634
0.976183686,186.2346702,52.5253432,1.09E-12,2.85E-06,0.7548463,0.590047464,0.00278239
0.957274501,245.4256832,85.32936238,9.18E-13,1.33E-06,0.724304593,1.37459692,0.001273467
1.190824073,262.1100555,51.53935476,6.38E-13,9.54E-07,0.492003016,8.525934797,0.001136196
1.072438112,889.6052246,82.25049155,1.11E-12,1.99E-06,0.7960037,13.09039399,0.002130512
0.936958606,525.6800849,98.00195481,7.32E-13,2.97E-07,0.567815453,14.17422194,0.000278084
1.016903831,982.3478384,21.01619728,9.82E-13,1.66E-06,0.416075126,7.249263413,0.001684449
0.927879042,594.0961981,95.79618508,7.49E-13,2.19E-06,0.725292646,7.578970103,0.002030725
1.103684104,684.6159906,26.49360421,7.60E-13,7.95E-07,0.408096126,0.664064615,0.000877929
1.162743961,263.1259039,44.45453369,1.44E-12,1.83E-06,0.822639051,8.88857323,0.00212489
1.135606378,950.816725,45.15466932,6.12E-13,4.97E-06,0.34832798,7.364262829,0.005648986
0.813229212,321.2428604,69.22581202,1.27E-12,9.50E-07,0.398958591,7.624238366,0.000773061
1.105182362,976.5617449,90.7707765,6.61E-13,2.96E-06,0.706927901,7.984485032,0.003276274
0.902898519,658.8042215,22.35630676,9.11E-13,2.97E-06,0.450628853,12.9065407,0.00268312
0.8351787,573.7424533,69.21291021,1.38E-12,3.02E-06,0.68495642,12.81645612,0.00251894
0.825431274,841.2156445,24.39927587,1.15E-12,3.92E-06,0.577203845,14.45512156,0.003238436
1.059697532,882.1347473,63.82559126,7.20E-13,1.15E-06,0.694157215,9.117725385,0.001218102
1.036593842,587.3579971,33.40693457,5.98E-13,3.79E-06,0.338908359,12.96471497,0.003933704
1.030197142,507.1691663,33.98154209,6.80E-13,9.35E-07,0.429314933,8.198814661,0.000962961
1.123211109,463.5174728,30.5130341,7.13E-13,1.67E-06,0.317456126,9.876485284,0.001873317
0.899349364,410.3203678,80.70345885,1.11E-12,4.20E-06,0.38196155,3.919216671,0.003780635
0.910561442,822.3725747,58.23103328,9.86E-13,3.41E-06,0.865633444,12.60423097,0.003109015
0.86855765,530.7086769,27.228673,9.34E-13,1.94E-07,0.123450156,8.830954478,0.00016812
1.09083913,293.2249038,61.56388104,5.93E-13,1.77E-06,0.427654815,6.20058309,0.001930302
1.027448569,362.2289792,27.76789651,7.44E-13,3.09E-06,0.236956212,2.607881023,0.003176031
0.806637124,765.4037348,71.45912852,5.01E-13,4.78E-06,0.613598032,14.77177297,0.003854525
1.033937098,805.6379126,37.07005345,6.12E-13,3.11E-06,0.741698619,14.1281089,0.003219173
1.045071685,305.0838017,75.98428186,7.19E-13,8.24E-07,0.339110466,1.791147043,0.000861377
1.164334936,850.9942794,36.71155952,6.24E-13,3.38E-06,0.127130339,13.28697625,0.003930702
1.026414595,911.138195,97.7877465,1.20E-12,8.06E-07,0.791682661,11.5622167,0.000827878
0.877000874,950.9127408,77.92907773,1.37E-12,3.41E-06,0.683608451,1.730686862,0.00298953
1.179267532,920.5662055,23.38391258,1.29E-12,1.64E-06,0.173416379,2.500991902,0.001937433
1.171309956,197.3988308,25.77457277,6.38E-13,2.21E-06,0.469616227,14.58409701,0.002588006
1.042923357,757.1170372,49.88434761,9.33E-13,2.67E-06,0.433764154,5.567226709,0.002787994
0.953066641,623.1530027,99.72965969,1.06E-12,3.34E-06,0.851300034,14.31706989,0.003182478
1.118438851,931.4405968,57.05950479,1.39E-12,4.80E-06,0.840103667,9.643666054,0.005365921
1.028402287,564.3741507,61.33990185,5.10E-13,3.24E-06,0.212453418,8.483987385,0.003328946
0.899075674,992.4002025,79.12466258,1.40E-12,2.82E-07,0.200998676,14.66641889,0.00025404
0.941542397,739.9634025,57.17375462,5.48E-13,1.13E-06,0.344494066,3.407819138,0.001059646
1.144752961,689.6854265,31.2412315,8.56E-13,3.02E-07,0.83726193,13.23387344,0.000345894
1.18501702,736.8330193,77.54426568,9.16E-13,3.26E-06,0.288884399,6.835678732,0.003859132
1.047588039,758.4998061,98.33773668,5.78E-13,2.73E-06,0.78311812,3.200432448,0.002864984
0.862510998,425.1222923,69.91492792,1.22E-12,1.27E-06,0.703049072,3.025346459,0.001095059
1.097857758,774.8437182,46.72372211,1.44E-12,4.61E-06,0.738036457,10.10251762,0.005056961
1.196158168,637.9577894,53.15757262,1.36E-12,1.03E-06,0.235999048,6.068784233,0.001231456
0.827629124,783.1331222,28.12911197,1.30E-12,2.22E-06,0.143361277,4.536638823,0.001838879
0.911015351,521.7873928,32.81609689,1.37E-12,5.69E-07,0.675620999,1.830807983,0.000518921
1.149357237,784.3022323,20.80291272,7.94E-13,4.45E-06,0.573290242,8.060761081,0.00511948
1.034249401,957.5795149,78.61779792,9.54E-13,1.94E-06,0.529116892,10.40920621,0.00200524
0.935817568,545.0992053,97.72562808,1.20E-12,3.58E-06,0.434200537,14.5525424,0.003350627
0.879124867,726.734743,59.03922389,6.78E-13,5.55E-07,0.701707623,13.64561304,0.000488462
0.879689232,822.0391071,39.58459313,5.75E-13,2.27E-06,0.589318938,3.326927484,0.00199962
1.199463155,820.6297166,94.11552003,1.38E-12,6.65E-07,0.297198866,12.48096444,0.000798266
1.013846101,528.0878662,95.47570618,1.33E-12,9.53E-07,0.168604125,0.663694289,0.00096626
1.154430627,614.6445112,66.95763586,1.19E-12,7.50E-07,0.450947242,1.67824209,0.000865737
1.164757788,517.5327927,40.12109155,1.29E-12,1.59E-06,0.343306855,12.36331599,0.001851582
0.802745087,122.6109104,89.15148218,1.10E-12,2.12E-07,0.302378584,14.02198987,0.000169896
0.938181904,759.5471688,52.60574179,6.75E-13,1.03E-06,0.379320811,8.998284845,0.000964985
0.918827339,979.2162412,74.29335444,5.87E-13,4.90E-06,0.769922121,10.04898358,0.004500765
0.806103941,566.8479174,92.49490532,1.20E-12,3.09E-06,0.763492404,4.147961803,0.00248962
0.959010078,439.3080455,69.33986119,7.10E-13,3.00E-06,0.211816228,0.9750518,0.0028814
0.854986922,680.8364558,78.41157076,1.17E-12,4.29E-06,0.359835842,0.532456634,0.003668032
0.985076245,575.9689633,47.98810158,5.50E-13,3.56E-06,0.864460974,12.41170623,0.003511219
1.065468361,849.8520146,39.99356864,9.34E-13,4.10E-06,0.545756713,11.28205143,0.004372617
1.062778979,951.3570543,67.3805458,1.01E-12,1.58E-06,0.723256688,14.32483285,0.001680404
0.996924797,343.1384847,86.04702384,1.30E-12,2.86E-06,0.348421583,4.045051976,0.00285144
1.106308404,647.6342104,87.73469462,1.29E-12,1.22E-06,0.85478524,5.24023149,0.001348223
1.036286672,268.7160709,38.75843977,9.57E-13,2.09E-06,0.785550622,11.41231963,0.002166688
1.166117655,338.2002247,57.62248771,8.88E-13,5.43E-07,0.222525657,11.00315547,0.000633173
1.083401785,843.3788467,42.69146634,1.06E-12,1.14E-06,0.464358961,13.52958136,0.001238564
0.845237401,297.694268,50.78289099,1.35E-12,3.93E-06,0.58206996,12.43196123,0.003319719
1.042694965,567.1563645,51.44848633,1.14E-12,8.66E-07,0.886694342,4.913076897,0.000903583
1.115888109,664.4918715,85.41290076,8.11E-13,3.57E-06,0.21280283,3.527139613,0.003979026
1.115004752,351.8434937,25.44787142,1.21E-12,2.83E-06,0.199937007,12.69030072,0.003154894
0.936087819,524.6217448,45.77282747,1.49E-12,4.37E-06,0.166425912,5.650569056,0.004090404
0.904564451,162.5382315,99.98260803,1.37E-12,1.82E-06,0.852483666,12.89517111,0.001644158
1.12807606,629.4562597,86.73800219,8.09E-13,8.66E-07,0.703870503,12.3487954,0.000977101
0.943244251,779.1783668,85.60835312,1.36E-12,9.25E-07,0.155434139,6.90295067,0.000872494
1.060118003,572.8751451,59.5369917,1.45E-12,4.98E-06,0.720103386,3.854217358,0.005284906
0.936043003,683.0482741,41.85384019,5.90E-13,1.27E-06,0.737107868,13.23454761,0.001189322
0.810627391,100.8101244,86.62692929,1.22E-12,3.05E-06,0.663023756,9.001905874,0.002468801
1.143735361,689.5439047,23.79696012,1.40E-12,2.20E-07,0.15012869,3.342524511,0.000251438
0.899182281,263.1933074,74.55784309,1.47E-12,4.99E-06,0.83149967,10.19901194,0.004484251
0.877259342,407.4216347,32.10984411,5.45E-13,9.05E-07,0.413297879,10.71950278,0.000794195
1.187996501,640.0502124,43.18327666,5.72E-13,1.22E-06,0.874187806,1.869569592,0.001449351
1.007450763,193.4333673,28.8096869,5.40E-13,2.83E-06,0.289111429,8.850851364,0.002849845
0.802244732,891.60668,68.77371914,5.39E-13,4.25E-06,0.701499783,14.47695073,0.003408419
1.078182662,551.857683,49.68420203,6.09E-13,4.11E-06,0.239520973,2.988448221,0.004427328
1.17027413,875.3687137,97.82597121,1.11E-12,2.97E-06,0.675458431,2.209434322,0.00347298
1.056150019,454.7196833,38.56504326,1.06E-12,1.73E-06,0.872252163,14.19989115,0.001830759
0.970536677,738.1508771,25.79791128,7.36E-13,4.82E-06,0.438214401,4.074088952,0.004678663
0.800454005,597.7944661,67.99297012,1.47E-12,1.80E-06,0.199933782,10.08542053,0.001439275
1.073851307,510.3538014,40.26244424,5.80E-13,2.70E-06,0.231880317,12.71018812,0.002901803
1.089499739,132.9007673,64.10002913,1.44E-12,1.75E-06,0.424172874,2.765805085,0.001905591
1.011682435,672.479664,25.86512663,7.49E-13,3.05E-06,0.666741915,11.24700466,0.003082635
0.812357067,732.9051177,35.45867024,1.09E-12,3.32E-06,0.133060292,1.949745099,0.002700603
0.962618301,278.9352393,56.17641585,7.89E-13,6.25E-07,0.497670631,10.73714356,0.000601937
0.983435061,826.591015,23.78555867,8.10E-13,4.81E-06,0.591702461,13.43818429,0.004728235
1.154020912,476.8937822,52.61436559,7.24E-13,3.96E-07,0.644071855,2.462901873,0.000457177
1.113866519,744.5514579,79.01460628,6.36E-13,4.04E-06,0.59009387,4.927632206,0.004496973
1.013820678,454.7950037,84.15734105,1.47E-12,2.87E-06,0.288572599,6.777842274,0.002906547
0.833487041,943.7198501,22.32698548,1.26E-12,8.04E-07,0.73493835,5.000844756,0.000670546
0.889073998,246.7560745,39.40722394,7.78E-13,3.67E-06,0.858588427,11.85328616,0.003260489
0.944471741,791.3609525,43.99617257,1.41E-12,2.66E-06,0.148141145,8.393455016,0.002514253
1.198008331,576.4389273,69.15974701,7.74E-13,8.79E-07,0.859344611,1.94321022,0.001053654
0.920278839,530.3424375,46.23889435,6.05E-13,9.35E-07,0.594273236,4.503161011,0.000860664
1.127893011,708.6522976,35.24539318,7.30E-13,3.85E-06,0.679081987,9.123322128,0.004339014
0.865437007,620.8744099,54.14857208,7.96E-13,3.75E-06,0.809530424,8.767059199,0.00324397
0.945318213,945.4740881,89.32885891,1.18E-12,4.98E-06,0.508142343,2.397597591,0.004707749
1.187004717,443.7396994,79.69267461,1.18E-12,4.95E-07,0.711015481,6.43922354,0.000588551
1.094376363,472.0767001,49.76924494,8.83E-13,2.35E-07,0.431179021,14.94811849,0.000257159
1.004294657,632.4716447,98.82593376,1.24E-12,1.21E-06,0.572012139,2.503823214,0.001219458
0.830735796,559.9821609,81.40037804,6.02E-13,4.06E-06,0.108262811,3.047918756,0.003371345
0.979465974,678.0642463,21.03300441,9.24E-13,3.36E-06,0.149985181,4.814482146,0.003293268
1.148372572,886.9146869,47.6246191,1.17E-12,1.57E-06,0.647078763,11.51901137,0.001806342
0.913711125,796.7059061,71.23120852,8.21E-13,1.43E-06,0.683491724,7.395545103,0.001309177
1.097490054,326.3678395,21.31688721,1.39E-12,3.56E-06,0.747060552,3.409962653,0.003910501
0.831882361,342.0696019,34.8390379,1.36E-12,1.65E-06,0.587459419,5.736888589,0.001368835
1.185736778,514.7833091,49.38116712,1.35E-12,4.21E-06,0.275574788,9.45718703,0.004996086
1.025002755,515.6027548,47.875829,8.54E-13,4.66E-06,0.350648524,13.52083452,0.004778911
0.919168668,140.8615738,73.83622296,1.31E-12,3.63E-06,0.493529051,11.62331024,0.003338846
0.903750493,893.3420566,65.65599544,9.40E-13,3.00E-07,0.563168213,8.284292613,0.000271853
0.946871986,274.0023341,21.54899688,1.08E-12,3.17E-06,0.306118651,6.021583337,0.003004635
1.025445588,978.1487938,82.72631906,6.02E-13,2.11E-06,0.87233518,10.45119759,0.002168044
1.145467502,120.7529801,96.84027378,5.07E-13,1.61E-06,0.192604291,7.941645081,0.00184789
0.800065128,908.1719145,40.1354148,1.01E-12,1.37E-06,0.143576251,8.946008644,0.001095506
0.803358013,801.645804,98.49455988,1.43E-12,4.78E-06,0.74332395,12.68277646,0.003839893
1.176059148,246.8079536,45.05360455,6.10E-13,8.80E-07,0.358609916,6.650486671,0.00103547
0.891592025,469.9073164,74.21230541,6.22E-13,6.51E-07,0.17405926,11.18589424,0.000580196
1.15464994,268.241592,64.18119863,1.43E-12,2.23E-06,0.375955877,7.303108122,0.002572818
0.96051763,847.2603366,80.05106297,7.47E-13,3.58E-06,0.298493161,14.27881581,0.003435193
1.062788729,597.8115896,74.78576931,8.31E-13,2.66E-07,0.796313043,0.7515769,0.000282899
1.073239284,713.0371682,21.40315264,9.47E-13,6.48E-07,0.306333789,5.180535573,0.000695571
1.14397973,355.4693827,95.86072879,8.28E-13,3.44E-06,0.468769762,11.39017838,0.003936017
1.105100832,664.9749824,63.96400231,1.42E-12,4.67E-06,0.527214424,1.222425197,0.005160552
0.826088543,158.9527417,27.54938043,5.65E-13,4.10E-06,0.136379375,3.998136232,0.003386954
1.04884232,461.2448613,72.18597194,1.06E-12,4.41E-06,0.532770877,5.278494064,0.004625917
0.928301235,720.7059325,99.38951655,1.09E-12,2.89E-06,0.843231487,3.507305368,0.002683317
0.958797988,493.8266475,48.02246533,1.20E-12,3.13E-06,0.617936274,13.0956089,0.002999317
1.18870507,885.5262419,33.22591149,5.43E-13,1.80E-06,0.801835445,2.558780368,0.002137019
1.082362781,559.6299495,25.07618711,5.63E-13,2.71E-07,0.192732939,12.71628608,0.000293027
0.877361592,451.8769327,54.51276858,6.91E-13,6.56E-07,0.755491122,8.187984096,0.00057601
0.850690922,208.0270098,55.92254195,1.07E-12,2.36E-07,0.466537754,1.442045827,0.000201038
0.84467588,322.793727,62.39893346,1.24E-12,9.66E-07,0.780229289,0.955390071,0.00081598
0.864476936,934.4223918,97.90408349,5.47E-13,3.05E-07,0.630961015,12.76417701,0.000263719
1.189173547,905.9541224,40.7176652,1.05E-12,2.81E-06,0.557719132,11.59524251,0.003336856
0.987608426,626.7980629,22.41199102,1.18E-12,2.90E-06,0.819989674,7.704501659,0.00286379
1.036272387,285.6227566,75.68209538,5.93E-13,3.21E-06,0.460692733,7.081756912,0.003325847
0.809712396,724.5749378,58.93668361,5.10E-13,1.46E-06,0.8680328,3.148266107,0.001182112
1.145621504,514.6167707,47.58977324,1.30E-12,2.22E-06,0.236464097,13.3444062,0.002545067
1.064271527,364.8818924,68.22545867,8.61E-13,1.80E-06,0.594212126,12.94815454,0.001912407
1.102559154,404.1673635,22.69526471,9.27E-13,1.90E-06,0.499945248,1.412187372,0.002100183
0.984761175,369.3546734,45.79984859,9.88E-13,1.23E-06,0.806239022,5.216933267,0.001209465
0.820086933,734.8734537,83.96602309,1.15E-12,4.34E-06,0.773366752,9.849226249,0.003557926
1.002984132,972.4125074,24.45017356,1.26E-12,4.46E-07,0.377806867,5.417513972,0.000447762
0.846404067,513.2674367,27.10078173,1.29E-12,4.47E-06,0.116776425,1.642327784,0.003787425
0.909644272,777.1727341,94.85276817,1.24E-12,4.77E-06,0.669017857,3.328939939,0.004340218
0.841793897,318.4632773,20.58251746,8.06E-13,6.56E-07,0.831777509,2.562261859,0.000552481
0.913847032,100.7979048,66.91168436,1.11E-12,2.73E-06,0.604852931,10.03806719,0.002496001
1.104070973,877.0646265,45.92680151,5.61E-13,1.76E-06,0.883749482,13.76809936,0.001947915
1.119097838,742.2753802,92.71886739,6.24E-13,3.01E-06,0.251728561,10.50320199,0.003371073
1.112354608,225.8665631,71.36400703,1.12E-12,1.05E-06,0.724191656,1.62782208,0.001173371
0.900196805,352.2693256,62.43665725,6.05E-13,3.48E-06,0.550713813,8.710353947,0.003129056
0.847440201,879.9697305,76.76919558,8.82E-13,1.14E-06,0.618976785,12.15607755,0.000963667
0.999932559,661.6067564,28.18300978,7.37E-13,4.02E-06,0.451903,1.935795772,0.004015901
0.992950387,444.3543162,26.60756337,1.31E-12,9.90E-07,0.18457051,2.903243343,0.000982806
1.020343314,156.0768283,58.65074841,1.16E-12,5.93E-07,0.356334445,1.670654797,0.000605259
0.957215959,473.2295828,81.51705735,8.65E-13,4.21E-06,0.108883712,14.36164989,0.004028954
1.119316211,144.3377231,50.60136662,1.29E-12,4.53E-06,0.847210227,2.6099527,0.005070805
0.901452133,901.0036542,46.03262161,5.72E-13,4.02E-06,0.141237597,7.399664309,0.003620116
0.946265628,705.4654813,96.14246078,1.30E-12,2.36E-06,0.262748772,4.373377131,0.002237823
0.848324774,276.3810418,73.86668257,1.10E-12,1.44E-06,0.338968829,12.14263417,0.001218788
0.834739073,539.6167812,95.51563214,1.37E-12,3.31E-06,0.589049127,13.51082241,0.002762276
1.012645912,252.2029107,45.25672601,9.94E-13,5.43E-07,0.150525255,10.85331408,0.000549457
0.809791383,701.8949307,62.13543517,1.03E-12,2.94E-06,0.604515595,12.39514397,0.002380829
0.931657163,369.321859,87.29572698,9.73E-13,3.47E-06,0.182137851,7.399456604,0.003228356
1.195284294,106.4041278,21.26453795,5.83E-13,9.68E-07,0.415802447,7.156665314,0.00115718
0.919740945,892.8693958,27.7771171,1.09E-12,3.88E-06,0.463320344,2.298709251,0.003565529
1.180413686,667.9077279,73.47855386,6.00E-13,3.58E-06,0.129304122,7.068037751,0.004221917
1.085310878,747.6621441,34.45762895,1.20E-12,4.01E-06,0.29651532,7.338398461,0.00434946
1.093629008,116.0743216,85.88983656,1.01E-12,2.35E-06,0.315300251,10.31615059,0.002568828
0.870671102,600.7913828,36.74772034,1.33E-12,4.23E-06,0.856118779,4.433641998,0.00368715
0.921864655,739.4656095,41.34127082,1.09E-12,3.05E-06,0.775771109,9.698577371,0.002811515
0.868064947,921.0979766,52.79169142,1.35E-12,2.12E-06,0.787411794,4.657438361,0.001839262
1.014659498,205.5184614,97.37319173,7.28E-13,3.29E-06,0.537915646,1.547314939,0.0033347
1.073903696,317.6691602,80.36714628,8.34E-13,3.82E-06,0.128654759,11.28333468,0.004103315
0.800411631,683.8825704,81.80075628,8.45E-13,3.57E-06,0.290167779,13.95838819,0.002856001
1.111410924,735.1585232,43.48760418,7.72E-13,1.34E-06,0.345741039,14.92173511,0.001494634
1.09517971,387.9242684,27.6307528,6.57E-13,4.07E-06,0.857539117,10.08101226,0.004459013
0.900379019,421.0322496,68.52397505,7.75E-13,9.53E-07,0.694883842,5.873376647,0.00085781
1.190185497,677.0779772,52.35766284,6.94E-13,1.36E-06,0.528404397,6.555619703,0.001615048
0.946499096,364.113638,49.8020685,1.31E-12,2.91E-06,0.850908783,8.668966588,0.002752752
0.980795813,502.6976446,49.23987979,7.16E-13,4.02E-06,0.273589029,8.492129809,0.003943174
0.867146611,804.2063251,61.25010472,9.24E-13,4.64E-06,0.14936139,14.92123321,0.004023334
1.030615399,910.3658938,35.76008287,1.48E-12,4.52E-06,0.233459541,7.155551358,0.004657274
0.866986438,688.7054249,89.32365702,1.02E-12,3.26E-06,0.743564458,6.493448085,0.002830937
1.120526397,386.1180742,95.23671067,8.84E-13,2.31E-06,0.239768741,6.446579522,0.002585806
0.833510312,775.2875087,81.93593231,1.42E-12,2.43E-06,0.189916181,11.59639447,0.002026923
0.940119253,466.468422,26.85873148,1.20E-12,2.58E-06,0.453840564,11.22706339,0.002426393
1.107601372,203.037371,98.44412011,5.25E-13,9.96E-07,0.130379066,6.853033222,0.001103553
1.193414575,683.9535685,90.09880822,5.71E-13,3.71E-07,0.347758664,12.61848579,0.000442946
1.090232184,299.6564944,55.18633888,1.00E-12,4.34E-06,0.413719962,9.939240311,0.004729546
0.997333464,803.4489415,85.42934373,9.32E-13,1.99E-06,0.335810211,8.946714828,0.001987779
1.018488811,571.6440462,83.27642109,1.48E-12,4.59E-06,0.621139611,3.663231989,0.004672906
0.98564331,573.6538268,94.7748963,1.04E-12,3.87E-06,0.131801718,2.322169326,0.003810755
0.992161024,323.4169409,61.32090648,7.31E-13,1.40E-06,0.797673048,12.81266035,0.001392958
0.820498959,677.7468118,32.40356478,5.43E-13,5.09E-07,0.442423973,9.549920699,0.000417995
0.908782001,290.9627202,86.01724785,1.20E-12,4.40E-06,0.241949098,5.10211165,0.003995543
1.087490723,494.5132806,40.15052126,1.08E-12,4.60E-07,0.208008975,11.69142542,0.000499998
1.115056607,860.0739168,24.22853658,1.15E-12,2.90E-06,0.496986082,0.577783793,0.003230201
1.029422304,824.3640491,21.86043066,1.37E-12,1.02E-06,0.430145257,9.11761459,0.00104663
0.810458255,290.5600561,56.17514004,1.38E-12,4.37E-06,0.853423679,2.629829576,0.003538163
0.837283596,688.441425,63.03206119,1.47E-12,2.05E-06,0.83601871,2.496597423,0.001720426
1.145436368,882.3405875,90.08103282,1.23E-12,3.66E-06,0.418547278,12.96112648,0.004193875
0.852896576,845.2888276,56.72830328,1.45E-12,1.16E-06,0.374973204,5.299908611,0.000991086
0.938633608,467.774522,69.45058738,1.44E-12,3.42E-06,0.319533588,9.799825809,0.003209041
1.074252048,207.3857774,89.79079182,1.34E-12,2.24E-07,0.10654657,10.05637284,0.00024109
0.812979781,478.3098928,67.19407179,1.31E-12,1.46E-06,0.243042697,5.963522143,0.001188815
0.955501805,982.4458544,71.92815921,1.43E-12,7.89E-07,0.307911207,6.984842441,0.000754089
0.84592609,164.1830289,33.51039005,1.34E-12,2.42E-06,0.286874896,14.7092482,0.002045147
0.840994363,342.0623539,58.89355331,6.57E-13,4.74E-06,0.695574118,4.120983328,0.003985259
1.082902541,471.3068747,51.11150142,9.62E-13,8.74E-07,0.356969151,7.889610685,0.00094704
1.180767913,846.3616665,29.32797543,1.16E-12,4.09E-06,0.503747289,12.22490211,0.004825351
0.899326432,719.7527144,81.86951484,7.83E-13,3.28E-06,0.767683801,10.83813151,0.00294759
1.079615592,206.0117542,21.40342011,1.45E-12,3.39E-06,0.896583332,8.41018937,0.003655514
0.969456777,626.6280882,66.73942286,5.14E-13,7.26E-07,0.266404773,7.701933875,0.000703716
1.177547584,859.2362749,53.64729981,5.45E-13,3.18E-07,0.182982274,10.55205084,0.000374733
0.869144061,574.3129261,92.88813591,8.63E-13,8.05E-07,0.586404306,1.755969192,0.000700314
1.135244287,913.9272144,57.60820683,6.09E-13,2.50E-06,0.496354302,4.469595359,0.002838418
0.943567799,694.1243626,74.61528822,7.10E-13,4.80E-06,0.793283614,8.617770121,0.004528112
0.926080163,381.1560553,85.89268917,9.68E-13,3.93E-06,0.312348272,6.617581652,0.003642145
0.985918586,593.5890547,83.96870808,5.45E-13,3.09E-06,0.651399949,10.24149719,0.003051594
1.195420902,191.5852542,79.73095621,7.58E-13,4.29E-06,0.365793545,0.784739598,0.005131114
1.078302701,180.1145344,25.33341171,7.15E-13,4.78E-06,0.601376533,2.936743638,0.005158387
